0	eng	Eywa	ɛj.wa	\N	prop.n.	Who's Eywa? Only their deity! Their goddess, made up of all living things. Everything they know! You'd know this if you had any training whatsoever.
4804	est	soaia	so.ˈa.i.a	\N	n.	perekond (erp omastava vorm soaiä
4804	hu	soaia	so.ˈa.i.a	\N	n.	család (rendhagyó birtokos esete: soaiä)
4804	nl	soaia	so.ˈa.i.a	\N	n.	familie (onregelmatige genitieve vorm soaiä)
4804	pl	soaia	so.ˈa.i.a	\N	n.	rodzina (nieregularna forma dopełniacza soaiä)
4804	ru	soaia	so.ˈa.i.a	\N	n.	семья
4804	sv	soaia	so.ˈa.i.a	\N	n.	familj (oregelbunded genitivform soaiä)
4808	de	tìmuntxa	tɪ.mun.ˈt'a	\N	n.	Paarung, Heirat, Verpartnerung
4808	eng	tìmuntxa	tɪ.mun.ˈt'a	\N	n.	mating, marriage
4808	est	tìmuntxa	tɪ.mun.ˈt'a	\N	n.	paarimine, abielu
4808	hu	tìmuntxa	tɪ.mun.ˈt'a	\N	n.	párzás, házasság
4808	nl	tìmuntxa	tɪ.mun.ˈt'a	\N	n.	paren, huwelijk
4808	pl	tìmuntxa	tɪ.mun.ˈt'a	\N	n.	związek, małżeństwo
4808	ru	tìmuntxa	tɪ.mun.ˈt'a	\N	n.	замужество, брак
4808	sv	tìmuntxa	tɪ.mun.ˈt'a	\N	n.	parning, giftermål
4812	de	yawnetu	ˈjaw.nɛ.tu	\N	n.	geliebte Person
4812	eng	yawnetu	ˈjaw.nɛ.tu	\N	n.	loved one
4812	est	yawnetu	ˈjaw.nɛ.tu	\N	n.	armastatu
4812	hu	yawnetu	ˈjaw.nɛ.tu	\N	n.	szeretett személy
4812	nl	yawnetu	ˈjaw.nɛ.tu	\N	n.	geliefde
4812	pl	yawnetu	ˈjaw.nɛ.tu	\N	n.	ukochany (osoba kochana)
4812	ru	yawnetu	ˈjaw.nɛ.tu	\N	n.	любимый, возлюбленный
4812	sv	yawnetu	ˈjaw.nɛ.tu	\N	n.	en älskad, älskling
4816	de	yawntu	ˈjawn.tu	\N	n.	geliebte Person
4816	eng	yawntu	ˈjawn.tu	\N	n.	loved one
4816	est	yawntu	ˈjawn.tu	\N	n.	armastatu
4816	hu	yawntu	ˈjawn.tu	\N	n.	szeretett személy
4816	nl	yawntu	ˈjawn.tu	\N	n.	geliefde
4816	pl	yawntu	ˈjawn.tu	\N	n.	ukochany (osoba kochana)
4816	ru	yawntu	ˈjawn.tu	\N	n.	любимый, возлюбленный
4816	sv	yawntu	ˈjawn.tu	\N	n.	en älskad, älskling
4820	de	kakrel	kak.ˈɾɛl	\N	adj.	blind
4820	eng	kakrel	kak.ˈɾɛl	\N	adj.	blind
4820	est	kakrel	kak.ˈɾɛl	\N	adj.	pime Näide:  Pime inimene
4820	hu	kakrel	kak.ˈɾɛl	\N	adj.	vak
4820	nl	kakrel	kak.ˈɾɛl	\N	adj.	blind
4820	pl	kakrel	kak.ˈɾɛl	\N	adj.	ślepy
4820	ru	kakrel	kak.ˈɾɛl	\N	adj.	слепой
4820	sv	kakrel	kak.ˈɾɛl	\N	adj.	blind
4824	de	kanu	ˈka.nu	\N	adj.	klug, intelligent
4824	eng	kanu	ˈka.nu	\N	adj.	smart, intelligent
4824	est	kanu	ˈka.nu	\N	adj.	tark, arukas (inimene)
4824	hu	kanu	ˈka.nu	\N	adj.	eszes, okos, értelmes
4824	nl	kanu	ˈka.nu	\N	adj.	slim, intelligent (van een persoon)
4824	pl	kanu	ˈka.nu	\N	adj.	sprytny, inteligentny
4824	ru	kanu	ˈka.nu	\N	adj.	умный, сообразительный
4824	sv	kanu	ˈka.nu	\N	adj.	smart, intelligent (om en person)
4828	de	koak	ˈko.ak̚	\N	adj.	alt, gealtert (für Lebewesen)
4828	eng	koak	ˈko.ak̚	\N	adj.	old, aged (for living things)
4828	est	koak	ˈko.ak̚	\N	adj.	vana, eakas (elusolendite kohta)
4828	hu	koak	ˈko.ak̚	\N	adj.	öreg, idős, hajlott korú
4828	nl	koak	ˈko.ak̚	\N	adj.	oud, hoge leeftijd (voor levende dingen)
4828	pl	koak	ˈko.ak̚	\N	adj.	stary (o istotach żywych)
4828	ru	koak	ˈko.ak̚	\N	adj.	старый, пожилой (употр. с одушевленными предметам)
4828	sv	koak	ˈko.ak̚	\N	adj.	gammal, åldrad (om levande saker)
4832	de	lekye'ung	lɛk.ˈjɛ.ʔuŋ	\N	adj.	wahnsinnig, verrückt
4832	eng	lekye'ung	lɛk.ˈjɛ.ʔuŋ	\N	adj.	insane, crazy
4832	est	lekye'ung	lɛk.ˈjɛ.ʔuŋ	\N	adj.	meeletu, hull
4832	hu	lekye'ung	lɛk.ˈjɛ.ʔuŋ	\N	adj.	bolond, őrült, őrületes
4832	nl	lekye'ung	lɛk.ˈjɛ.ʔuŋ	\N	adj.	gek, waanzinnig
4832	pl	lekye'ung	lɛk.ˈjɛ.ʔuŋ	\N	adj.	szalony, obłąkany
4832	ru	lekye'ung	lɛk.ˈjɛ.ʔuŋ	\N	adj.	безумный, сумасшедший
4832	sv	lekye'ung	lɛk.ˈjɛ.ʔuŋ	\N	adj.	galen, knäpp
4836	de	me'em	mɛ.ˈʔɛm	\N	adj.	harmonisch
4836	eng	me'em	mɛ.ˈʔɛm	\N	adj.	harmonious
4836	est	me'em	mɛ.ˈʔɛm	\N	adj.	harmooniline
4836	hu	me'em	mɛ.ˈʔɛm	\N	adj.	harmonikus, egybehangzó
4836	nl	me'em	mɛ.ˈʔɛm	\N	adj.	harmonieus
4836	pl	me'em	mɛ.ˈʔɛm	\N	adj.	harmonijny, zgodny
4836	ru	me'em	mɛ.ˈʔɛm	\N	adj.	гармооничный
4836	sv	me'em	mɛ.ˈʔɛm	\N	adj.	harmonisk
4840	de	txanew	ˈt'a.nɛw	\N	adj.	geizig, gierig
4840	eng	txanew	ˈt'a.nɛw	\N	adj.	greedy
4840	est	txanew	ˈt'a.nɛw	\N	adj.	ahne
4840	hu	txanew	ˈt'a.nɛw	\N	adj.	falánk, mohó
4840	nl	txanew	ˈt'a.nɛw	\N	adj.	hebberig
4840	pl	txanew	ˈt'a.nɛw	\N	adj.	chciwy
4840	ru	txanew	ˈt'a.nɛw	\N	adj.	жадный
4840	sv	txanew	ˈt'a.nɛw	\N	adj.	girig
4844	de	txantur	ˈt'an.tuɾ	\N	adj.	machtvoll, mächtig
4844	eng	txantur	ˈt'an.tuɾ	\N	adj.	powerful
4844	est	txantur	ˈt'an.tuɾ	\N	adj.	võimas, võimukas
4844	hu	txantur	ˈt'an.tuɾ	\N	adj.	erőteljes
4844	nl	txantur	ˈt'an.tuɾ	\N	adj.	krachtig
4844	pl	txantur	ˈt'an.tuɾ	\N	adj.	potężny
4844	ru	txantur	ˈt'an.tuɾ	\N	adj.	могущественный
4844	sv	txantur	ˈt'an.tuɾ	\N	adj.	kraftfull
4848	de	tì'awpo	tɪ.ˈʔaw.po	\N	n.	Individualität (negativ), Egoismus, Selbstsucht
4848	eng	tì'awpo	tɪ.ˈʔaw.po	\N	n.	individuality (negative connotation), selfishness
4848	est	tì'awpo	tɪ.ˈʔaw.po	\N	n.	individuaalsus (negatiivse varjundiga), isekus
4848	hu	tì'awpo	tɪ.ˈʔaw.po	\N	n.	egyénieskedés, önzés
4848	nl	tì'awpo	tɪ.ˈʔaw.po	\N	n.	individualiteit (negatieve lading), egoïsme
4848	ru	tì'awpo	tɪ.ˈʔaw.po	\N	n.	индивидуализм (негативное значение), эгоизм
4848	sv	tì'awpo	tɪ.ˈʔaw.po	\N	n.	individualitet (negativ betydelse), själviskhet
4852	de	tì'eylan	tɪ.ˈʔɛj.lan	\N	n.	Freundschaft
4852	eng	tì'eylan	tɪ.ˈʔɛj.lan	\N	n.	friendship
4852	est	tì'eylan	tɪ.ˈʔɛj.lan	\N	n.	sõprus
4852	hu	tì'eylan	tɪ.ˈʔɛj.lan	\N	n.	barátság
4852	nl	tì'eylan	tɪ.ˈʔɛj.lan	\N	n.	vriendschap
4852	pl	tì'eylan	tɪ.ˈʔɛj.lan	\N	n.	przyjaźń
4852	ru	tì'eylan	tɪ.ˈʔɛj.lan	\N	n.	дружба
4852	sv	tì'eylan	tɪ.ˈʔɛj.lan	\N	n.	vänskap
4856	de	fkay	fkaj	\N	adj.	verhasst, verabscheut
4856	eng	fkay	fkaj	\N	adj.	hateful
4856	est	fkay	fkaj	\N	adj.	vihkav, viha täis
4856	hu	fkay	fkaj	\N	adj.	utálatos
4856	nl	fkay	fkaj	\N	adj.	hatelijk
4856	pl	fkay	fkaj	\N	adj.	znienawidzony, nienawistny
4856	ru	fkay	fkaj	\N	adj.	ненавистный
4856	sv	fkay	fkaj	\N	adj.	hatisk
4860	de	keltsun	kɛl.ˈt͡sun	\N	adj.	unmöglich
4860	eng	keltsun	kɛl.ˈt͡sun	\N	adj.	impossible
4860	est	keltsun	kɛl.ˈt͡sun	\N	adj.	võimatu
4860	hu	keltsun	kɛl.ˈt͡sun	\N	adj.	lehetetlen
4860	nl	keltsun	kɛl.ˈt͡sun	\N	adj.	onmogelijk
4860	pl	keltsun	kɛl.ˈt͡sun	\N	adj.	niemożliwy
4860	ru	keltsun	kɛl.ˈt͡sun	\N	adj.	невозможный
4860	sv	keltsun	kɛl.ˈt͡sun	\N	adj.	omöjlig
4864	de	kxuke	ˈk'u.kɛ	\N	adj.	sicher, unbeschadet
4864	eng	kxuke	ˈk'u.kɛ	\N	adj.	safe
4864	est	kxuke	ˈk'u.kɛ	\N	adj.	turvaline
4864	hu	kxuke	ˈk'u.kɛ	\N	adj.	biztonságos
4864	nl	kxuke	ˈk'u.kɛ	\N	adj.	veilig
4864	pl	kxuke	ˈk'u.kɛ	\N	adj.	bezpiecznie
4864	ru	kxuke	ˈk'u.kɛ	\N	adj.	безвредный
4864	sv	kxuke	ˈk'u.kɛ	\N	adj.	säker
4868	de	lehawng	lɛ.ˈhawŋ	\N	adj.	übermäßig, übertrieben
4868	eng	lehawng	lɛ.ˈhawŋ	\N	adj.	excessive
4868	est	lehawng	lɛ.ˈhawŋ	\N	adj.	liigne, ülemäärane
4868	hu	lehawng	lɛ.ˈhawŋ	\N	adj.	túlzó, túlzásba vitt
4868	nl	lehawng	lɛ.ˈhawŋ	\N	adj.	overdadig
4868	pl	lehawng	lɛ.ˈhawŋ	\N	adj.	nadmierny
4868	ru	lehawng	lɛ.ˈhawŋ	\N	adj.	чрезмерный, неумеренный, непомерный
4868	sv	lehawng	lɛ.ˈhawŋ	\N	adj.	överdriven
4872	de	hawng	hawŋ	\N	n.	Übermaß, Fülle
4872	eng	hawng	hawŋ	\N	n.	overabundance
4872	est	hawng	hawŋ	\N	n.	liigne, ülemäärane
4872	hu	hawng	hawŋ	\N	n.	(kötött morféma) túlzás
4872	nl	hawng	hawŋ	\N	n.	overvloed
4872	pl	hawng	hawŋ	\N	n.	nadmiar
4872	ru	hawng	hawŋ	\N	n.	чрезмерное изобилие
4872	sv	hawng	hawŋ	\N	n.	överflöd
4876	de	lekin	lɛ.ˈkin	\N	adj.	notwendig, nötig
4876	eng	lekin	lɛ.ˈkin	\N	adj.	necessary
4876	est	lekin	lɛ.ˈkin	\N	adj.	vajalik
4876	hu	lekin	lɛ.ˈkin	\N	adj.	szükséges, szükségszerű
4876	nl	lekin	lɛ.ˈkin	\N	adj.	nodig
4876	pl	lekin	lɛ.ˈkin	\N	adj.	potrzebny, niezbędny
4876	ru	lekin	lɛ.ˈkin	\N	adj.	необходимо
4876	sv	lekin	lɛ.ˈkin	\N	adj.	nödvändig
4884	de	stxong	st'oŋ	\N	adj.	seltsam, merkwürdig, ungewohnt, unbekannt
4884	eng	stxong	st'oŋ	\N	adj.	strange, unfamiliar, unknown
4884	est	stxong	st'oŋ	\N	adj.	imelik, tundmatu
4884	hu	stxong	st'oŋ	\N	adj.	különös, szokatlan, ismeretlen
4884	nl	stxong	st'oŋ	\N	adj.	vreemd, onbekend
4884	pl	stxong	st'oŋ	\N	adj.	dziwny, obcy, nieznany
4884	ru	stxong	st'oŋ	\N	adj.	чужой, незнакомый, неизвестный
4884	sv	stxong	st'oŋ	\N	adj.	konstigt, okänd
4888	de	syen	sjɛn	\N	adj.	letzte/r/s, endgültig, abschließend
4888	eng	syen	sjɛn	\N	adj.	last, final
4888	est	syen	sjɛn	\N	adj.	viimane, lõplik
4888	hu	syen	sjɛn	\N	adj.	végső, utolsó
4888	nl	syen	sjɛn	\N	adj.	laatst
4888	pl	syen	sjɛn	\N	adj.	ostatni, końcowy
4888	ru	syen	sjɛn	\N	adj.	последний, окончательный
4888	sv	syen	sjɛn	\N	adj.	slutgiltig, sist
4892	de	kavuk	ka.ˈvuk̚	\N	n.	Verrat
4892	eng	kavuk	ka.ˈvuk̚	\N	n.	treachery
4892	est	kavuk	ka.ˈvuk̚	\N	n.	reetmine, äraandlikkus
4892	hu	kavuk	ka.ˈvuk̚	\N	n.	hűtlenség, árulás
4892	nl	kavuk	ka.ˈvuk̚	\N	n.	verraad
4892	pl	kavuk	ka.ˈvuk̚	\N	n.	zdrada
4892	ru	kavuk	ka.ˈvuk̚	\N	n.	предательство
4892	sv	kavuk	ka.ˈvuk̚	\N	n.	förräderi, svek
4896	de	fpìlfya	ˈfpɪl.fja	\N	n.	Gedankengang
4896	eng	fpìlfya	ˈfpɪl.fja	\N	n.	thought pattern, way of thinking
4896	est	fpìlfya	ˈfpɪl.fja	\N	n.	mõtteviis
4896	hu	fpìlfya	ˈfpɪl.fja	\N	n.	gondolkodásmód
4896	nl	fpìlfya	ˈfpɪl.fja	\N	n.	gedachtenpatroon, manier van denken
4896	pl	fpìlfya	ˈfpɪl.fja	\N	n.	sposób myślenia
4896	ru	fpìlfya	ˈfpɪl.fja	\N	n.	образ мысли, способ мышления
4896	sv	fpìlfya	ˈfpɪl.fja	\N	n.	tankegång, sätt att tänka
4900	de	syay	sjaj	\N	n.	Schicksal
4900	eng	syay	sjaj	\N	n.	fate
4900	est	syay	sjaj	\N	n.	saatus
4900	hu	syay	sjaj	\N	n.	sors
4900	nl	syay	sjaj	\N	n.	lot (noodlot)
4900	pl	syay	sjaj	\N	n.	los, przeznaczenie
4900	ru	syay	sjaj	\N	n.	судьба
4900	sv	syay	sjaj	\N	n.	öde
4904	de	tìfnu	tɪ.ˈfnu	\N	n.	Stille, Ruhe
4904	eng	tìfnu	tɪ.ˈfnu	\N	n.	quiet, silence
4904	est	tìfnu	tɪ.ˈfnu	\N	n.	vaikus
4904	hu	tìfnu	tɪ.ˈfnu	\N	n.	csend, némaság
4904	nl	tìfnu	tɪ.ˈfnu	\N	n.	stilte
4904	pl	tìfnu	tɪ.ˈfnu	\N	n.	cisza
4904	ru	tìfnu	tɪ.ˈfnu	\N	n.	тишина, молчание
4904	sv	tìfnu	tɪ.ˈfnu	\N	n.	tystnad
4908	de	tìngop	tɪ.ˈŋop̚	\N	n.	Kreation, Schaffung, Schöpfung (abstrakt)
4908	eng	tìngop	tɪ.ˈŋop̚	\N	n.	abstract idea of a creation
4908	est	tìngop	tɪ.ˈŋop̚	\N	n.	loomine
4908	hu	tìngop	tɪ.ˈŋop̚	\N	n.	alkotás elvont fogalma
4908	nl	tìngop	tɪ.ˈŋop̚	\N	n.	creatie (abstract idee)
4908	pl	tìngop	tɪ.ˈŋop̚	\N	n.	stworzenie, akt stworzenia
4908	ru	tìngop	tɪ.ˈŋop̚	\N	n.	создание, творение
4908	sv	tìngop	tɪ.ˈŋop̚	\N	n.	skapelse
4912	de	tìpe'un	tɪ.ˈpɛ.ʔun	\N	n.	Entscheidung
4912	eng	tìpe'un	tɪ.ˈpɛ.ʔun	\N	n.	decision
4912	est	tìpe'un	tɪ.ˈpɛ.ʔun	\N	n.	otsus
4912	hu	tìpe'un	tɪ.ˈpɛ.ʔun	\N	n.	döntés
4912	nl	tìpe'un	tɪ.ˈpɛ.ʔun	\N	n.	beslissing
4912	pl	tìpe'un	tɪ.ˈpɛ.ʔun	\N	n.	decyzja
4912	ru	tìpe'un	tɪ.ˈpɛ.ʔun	\N	n.	решение
4912	sv	tìpe'un	tɪ.ˈpɛ.ʔun	\N	n.	val
4916	de	kxitx	k'it'	\N	n.	Tod
4916	eng	kxitx	k'it'	\N	n.	death
4916	est	kxitx	k'it'	\N	n.	surm
4916	hu	kxitx	k'it'	\N	n.	halál
4916	nl	kxitx	k'it'	\N	n.	dood
4916	pl	kxitx	k'it'	\N	n.	śmierć
4916	ru	kxitx	k'it'	\N	n.	смерть
4916	sv	kxitx	k'it'	\N	n.	död
4920	de	trr'awve	tṛ.ˈʔaw.vɛ	\N	n.	Sonntag
4920	eng	trr'awve	tṛ.ˈʔaw.vɛ	\N	n.	Sunday
4920	est	trr'awve	tṛ.ˈʔaw.vɛ	\N	n.	pühapäev
4920	hu	trr'awve	tṛ.ˈʔaw.vɛ	\N	n.	vasárnap
4920	nl	trr'awve	tṛ.ˈʔaw.vɛ	\N	n.	zondag
4920	pl	trr'awve	tṛ.ˈʔaw.vɛ	\N	n.	niedziela
4920	ru	trr'awve	tṛ.ˈʔaw.vɛ	\N	n.	воскресенье
4920	sv	trr'awve	tṛ.ˈʔaw.vɛ	\N	n.	Söndag
4924	de	trrmuve	tṛ.ˈmu.vɛ	\N	n.	Montag
4924	eng	trrmuve	tṛ.ˈmu.vɛ	\N	n.	Monday
4924	est	trrmuve	tṛ.ˈmu.vɛ	\N	n.	esmaspäev
4924	hu	trrmuve	tṛ.ˈmu.vɛ	\N	n.	hétfő
4924	nl	trrmuve	tṛ.ˈmu.vɛ	\N	n.	maandag
4924	pl	trrmuve	tṛ.ˈmu.vɛ	\N	n.	poniedziałek
4924	ru	trrmuve	tṛ.ˈmu.vɛ	\N	n.	понедельник
4924	sv	trrmuve	tṛ.ˈmu.vɛ	\N	n.	Måndag
4928	de	trrpxeyve	tṛ.ˈp'ɛj.vɛ	\N	n.	Dienstag
4928	eng	trrpxeyve	tṛ.ˈp'ɛj.vɛ	\N	n.	Tuesday
4928	est	trrpxeyve	tṛ.ˈp'ɛj.vɛ	\N	n.	teisipäev
4928	hu	trrpxeyve	tṛ.ˈp'ɛj.vɛ	\N	n.	kedd
4928	nl	trrpxeyve	tṛ.ˈp'ɛj.vɛ	\N	n.	dinsdag
4928	pl	trrpxeyve	tṛ.ˈp'ɛj.vɛ	\N	n.	wtorek
4928	ru	trrpxeyve	tṛ.ˈp'ɛj.vɛ	\N	n.	вторник
4928	sv	trrpxeyve	tṛ.ˈp'ɛj.vɛ	\N	n.	Tisdag
4932	de	trrtsìve	tṛ.ˈt͡sɪ.vɛ	\N	n.	Mittwoch
4932	eng	trrtsìve	tṛ.ˈt͡sɪ.vɛ	\N	n.	Wednesday
4932	est	trrtsìve	tṛ.ˈt͡sɪ.vɛ	\N	n.	kolmapäev
4932	hu	trrtsìve	tṛ.ˈt͡sɪ.vɛ	\N	n.	szerda
4932	nl	trrtsìve	tṛ.ˈt͡sɪ.vɛ	\N	n.	woensdag
4932	pl	trrtsìve	tṛ.ˈt͡sɪ.vɛ	\N	n.	środa
4932	ru	trrtsìve	tṛ.ˈt͡sɪ.vɛ	\N	n.	среда
4932	sv	trrtsìve	tṛ.ˈt͡sɪ.vɛ	\N	n.	Onsdag
4936	de	trrmrrve	tṛ.ˈmṛ.vɛ	\N	n.	Donnerstag
4936	eng	trrmrrve	tṛ.ˈmṛ.vɛ	\N	n.	Thursday
4936	est	trrmrrve	tṛ.ˈmṛ.vɛ	\N	n.	neljapäev
4936	hu	trrmrrve	tṛ.ˈmṛ.vɛ	\N	n.	csütörtök
4936	nl	trrmrrve	tṛ.ˈmṛ.vɛ	\N	n.	donderdag
4936	pl	trrmrrve	tṛ.ˈmṛ.vɛ	\N	n.	czwartek
4936	ru	trrmrrve	tṛ.ˈmṛ.vɛ	\N	n.	четверг
4936	sv	trrmrrve	tṛ.ˈmṛ.vɛ	\N	n.	Torsdag
4940	de	trrpuve	tṛ.ˈpu.vɛ	\N	n.	Freitag
4940	eng	trrpuve	tṛ.ˈpu.vɛ	\N	n.	Friday
4940	est	trrpuve	tṛ.ˈpu.vɛ	\N	n.	reede
4940	hu	trrpuve	tṛ.ˈpu.vɛ	\N	n.	péntek
4940	nl	trrpuve	tṛ.ˈpu.vɛ	\N	n.	vrijdag
4940	pl	trrpuve	tṛ.ˈpu.vɛ	\N	n.	piątek
4940	ru	trrpuve	tṛ.ˈpu.vɛ	\N	n.	пятница
4940	sv	trrpuve	tṛ.ˈpu.vɛ	\N	n.	Fredag
4944	de	trrkive	tṛ.ˈki.vɛ	\N	n.	Samstag, Sonnabend
4944	eng	trrkive	tṛ.ˈki.vɛ	\N	n.	Saturday
4944	est	trrkive	tṛ.ˈki.vɛ	\N	n.	laupäev
4944	hu	trrkive	tṛ.ˈki.vɛ	\N	n.	szombat
4944	nl	trrkive	tṛ.ˈki.vɛ	\N	n.	zaterdag
4944	pl	trrkive	tṛ.ˈki.vɛ	\N	n.	sobota
4944	ru	trrkive	tṛ.ˈki.vɛ	\N	n.	суббота
4944	sv	trrkive	tṛ.ˈki.vɛ	\N	n.	Lördag
4948	de	'ango	ˈʔa.ŋo	\N	adj.	leise, weich, sanft (Klang/Geräusch)
4948	eng	'ango	ˈʔa.ŋo	\N	adj.	soft (of a sound)
4948	est	'ango	ˈʔa.ŋo	\N	adj.	mahe, tasane (heli kohta)
4948	hu	'ango	ˈʔa.ŋo	\N	adj.	halk (hang)
4948	nl	'ango	ˈʔa.ŋo	\N	adj.	zacht (geluid)
4948	pl	'ango	ˈʔa.ŋo	\N	adj.	łagodny (o dźwięku)
4948	ru	'ango	ˈʔa.ŋo	\N	adj.	тихий (о звуке)
4948	sv	'ango	ˈʔa.ŋo	\N	adj.	mjuk (om ett ljud)
4952	de	kxayl	k'ajl	\N	adj.	hoch
4952	eng	kxayl	k'ajl	\N	adj.	high
4952	est	kxayl	k'ajl	\N	adj.	kõrge
4952	hu	kxayl	k'ajl	\N	adj.	magas
4952	nl	kxayl	k'ajl	\N	adj.	hoog
4952	pl	kxayl	k'ajl	\N	adj.	wysoki
4952	ru	kxayl	k'ajl	\N	adj.	высокий
4952	sv	kxayl	k'ajl	\N	adj.	hög
4956	de	rey'eng	ɾɛj.ˈʔɛŋ	\N	n.	das Gleichgewicht des Lebens
4956	eng	rey'eng	ɾɛj.ˈʔɛŋ	\N	n.	the Balance of Life
4956	est	rey'eng	ɾɛj.ˈʔɛŋ	\N	n.	Elu Tasakaal
4956	hu	rey'eng	ɾɛj.ˈʔɛŋ	\N	n.	az élet egyensúlya
4956	nl	rey'eng	ɾɛj.ˈʔɛŋ	\N	n.	de Balans van het Leven
4956	pl	rey'eng	ɾɛj.ˈʔɛŋ	\N	n.	Równowaga Życia
4956	ru	rey'eng	ɾɛj.ˈʔɛŋ	\N	n.	равновесие жизни
4956	sv	rey'eng	ɾɛj.ˈʔɛŋ	\N	n.	Livets balans
4960	de	tìme'em	tɪ.ˈmɛ.ʔɛm	\N	n.	Harmonie (allgemein)
4960	eng	tìme'em	tɪ.ˈmɛ.ʔɛm	\N	n.	harmony (general sense)
4960	est	tìme'em	tɪ.ˈmɛ.ʔɛm	\N	n.	harmoonia (üldiselt)
4960	hu	tìme'em	tɪ.ˈmɛ.ʔɛm	\N	n.	harmónia (általános értelemben)
4960	nl	tìme'em	tɪ.ˈmɛ.ʔɛm	\N	n.	harmonie (algemeen gevoel)
4960	pl	tìme'em	tɪ.ˈmɛ.ʔɛm	\N	n.	harmonia, równowaga (w pojęciu ogólnym)
4960	ru	tìme'em	tɪ.ˈmɛ.ʔɛm	\N	n.	гармония, лад
4960	sv	tìme'em	tɪ.ˈmɛ.ʔɛm	\N	n.	harmoni (allmän känsla)
4964	de	fnel	fnɛl	\N	n.	Art, Typus
4964	eng	fnel	fnɛl	\N	n.	kind, type
4964	est	fnel	fnɛl	\N	n.	liik, sort, laad
4964	hu	fnel	fnɛl	\N	n.	fajta
4964	nl	fnel	fnɛl	\N	n.	soort, type
4964	pl	fnel	fnɛl	\N	n.	rodzaj, typ
4964	ru	fnel	fnɛl	\N	n.	род, тип
4964	sv	fnel	fnɛl	\N	n.	typ, sort
4972	de	fnepe	ˈfnɛ.pɛ	\N	inter.	was? (welche Art von?)
4972	eng	fnepe	ˈfnɛ.pɛ	\N	inter.	which kind
4972	est	fnepe	ˈfnɛ.pɛ	\N	inter.	missugune? (mis liiki?  sorti? jne)
4972	hu	fnepe	ˈfnɛ.pɛ	\N	inter.	miféle?
4972	nl	fnepe	ˈfnɛ.pɛ	\N	inter.	welk soort
4972	pl	fnepe	ˈfnɛ.pɛ	\N	inter.	jakiego rodzaju
4972	ru	fnepe	ˈfnɛ.pɛ	\N	inter.	какого типа, вида
4972	sv	fnepe	ˈfnɛ.pɛ	\N	inter.	vilken sort
4976	de	pefnel	pɛ.ˈfnɛl	\N	inter.	was? (welche Art von?)
4976	eng	pefnel	pɛ.ˈfnɛl	\N	inter.	which kind
4976	est	pefnel	pɛ.ˈfnɛl	\N	inter.	missugune (mis liiki?  sorti? jne)
4976	hu	pefnel	pɛ.ˈfnɛl	\N	inter.	miféle?
4976	nl	pefnel	pɛ.ˈfnɛl	\N	inter.	welk soort
4976	pl	pefnel	pɛ.ˈfnɛl	\N	inter.	jakiego rodzaju
4976	ru	pefnel	pɛ.ˈfnɛl	\N	inter.	какого типа, вида
4976	sv	pefnel	pɛ.ˈfnɛl	\N	inter.	vilken sort
4980	de	zerok	ˈz·ɛ.ɾ·ok̚	z<1><2>er<3>ok	vtr.	erinnern
4980	eng	zerok	ˈz·ɛ.ɾ·ok̚	z<1><2>er<3>ok	vtr.	remember
4980	est	zerok	ˈz·ɛ.ɾ·ok̚	z<1><2>er<3>ok	vtr.	mäletama, meeles midama
4980	hu	zerok	ˈz·ɛ.ɾ·ok̚	z<1><2>er<3>ok	vtr.	emlékezni
4980	nl	zerok	ˈz·ɛ.ɾ·ok̚	z<1><2>er<3>ok	vtr.	herinneren
4980	pl	zerok	ˈz·ɛ.ɾ·ok̚	z<1><2>er<3>ok	vtr.	pamiętać
4980	ru	zerok	ˈz·ɛ.ɾ·ok̚	z<1><2>er<3>ok	vtr.	помнить
4980	sv	zerok	ˈz·ɛ.ɾ·ok̚	z<1><2>er<3>ok	vtr.	komma ihåg
4984	de	tswa'	t͡sw·aʔ	tsw<1><2><3>a'	vtr.	vergessen
4984	eng	tswa'	t͡sw·aʔ	tsw<1><2><3>a'	vtr.	forget
4984	est	tswa'	t͡sw·aʔ	tsw<1><2><3>a'	vtr.	unustama
4984	hu	tswa'	t͡sw·aʔ	tsw<1><2><3>a'	vtr.	elfelejt
4984	nl	tswa'	t͡sw·aʔ	tsw<1><2><3>a'	vtr.	vergeten
4984	pl	tswa'	t͡sw·aʔ	tsw<1><2><3>a'	vtr.	zapomnieć
4984	ru	tswa'	t͡sw·aʔ	tsw<1><2><3>a'	vtr.	забывать
4984	sv	tswa'	t͡sw·aʔ	tsw<1><2><3>a'	vtr.	glömma
4988	de	tì'efu	tɪ.ˈʔɛ.fu	\N	n.	Gefühl
4988	eng	tì'efu	tɪ.ˈʔɛ.fu	\N	n.	feeling
4988	est	tì'efu	tɪ.ˈʔɛ.fu	\N	n.	tunne
4988	hu	tì'efu	tɪ.ˈʔɛ.fu	\N	n.	érzelem
4988	nl	tì'efu	tɪ.ˈʔɛ.fu	\N	n.	gevoel
4988	pl	tì'efu	tɪ.ˈʔɛ.fu	\N	n.	odczucie
4988	ru	tì'efu	tɪ.ˈʔɛ.fu	\N	n.	ощущение, чувство
4988	sv	tì'efu	tɪ.ˈʔɛ.fu	\N	n.	känsla
4996	de	maweypey	ma.ˈwɛj.p·ɛj	maweyp<1><2><3>ey	svin.	geduldig sein, gedulden (ii)
